column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,fruits,cities,date
42.02445692036615,52.57251888228693,52.530374061561034,44.5255544057684,82.4755628206583,50.19409281240213,24.417671510658653,70.04044451748898,Dates,Los Angeles,2023-06-29
33.197716729015006,58.623783121477814,44.85598882450352,60.986161692732104,49.00627797415073,23.247153937147417,73.9820612154415,62.87553495225927,Cherries,Houston,2023-06-03
25.305124294265664,43.46024813351094,53.32179171606805,37.786326990320504,33.78151153868814,46.18379100661013,41.7260441433628,23.437483887095137,Elderberries,New York,2023-10-07
48.45058244984818,50.04978861845785,55.5523035132857,,56.66461543860719,54.42032085287412,69.7467123942922,102.20542139516904,Dates,New York,2023-02-15
35.006775262836946,71.74950105048715,73.48816883040047,54.12776054291451,32.26950254329158,53.19798641660002,43.6019136044552,47.21702426993875,Dates,Houston,2023-03-26
61.94696749705413,70.93681830557443,45.259162272162875,50.629119053569525,67.52407556385386,72.22073465197859,70.24979202730192,41.14311664881443,Elderberries,Chicago,2023-07-31
47.194228501509244,30.188058379368528,32.10235667524188,45.58124550920668,62.99412733915835,66.2602776081221,38.78607896198301,59.30418498913713,Apples,Miami,2023-04-15
69.93316683042165,55.04526220320741,61.01772208827807,48.24312050961741,58.38974134318333,44.984536403835314,66.99079762334615,19.20628936055479,Elderberries,New York,2023-04-29
66.76614986882674,35.29702478263292,33.15197828719504,81.45493929145889,49.07269155202431,61.99015401675766,17.020452730410977,27.52772606022023,Bananas,Miami,2023-11-20
78.67587856016904,61.78533087146721,57.52430306354391,57.179774517045246,50.73612337084763,23.88195859746301,50.95960936630993,56.26427954773033,Bananas,Chicago,2023-12-08
58.54085751796698,40.2080543406939,37.47185748471823,42.63050671747976,53.70648272686241,64.18018267540036,68.3561995228095,28.967357886840972,Cherries,Los Angeles,2023-03-21
,59.84192896846287,71.40388039841608,68.43724752055908,58.97652952841181,44.47243550412782,58.280534093419384,44.78906720646462,Dates,Miami,2023-02-15
55.00499361832841,62.30993263760642,35.839722211498994,62.84407761056505,59.35954286803633,49.75472828415381,44.685200377714445,50.21595703432783,Cherries,Miami,2023-02-14
53.35321492081671,14.05706032110749,63.083087996609834,54.58549360829011,43.30939403534931,41.68515077579276,57.2772685505316,43.984503635359005,Bananas,New York,2023-05-20
,20.393656796296863,70.26820872246941,60.249203513809924,69.08460008550146,28.170788608648632,56.283479390517925,27.29845389066998,Cherries,Houston,2023-08-28
,40.35749558405987,56.42091226086884,58.79116733744861,75.4635493300191,29.383996126681296,50.297141195610976,44.75737806600363,Elderberries,Houston,2023-06-06
43.14141098347234,59.31964573880004,48.21382297207828,63.017276780915196,40.81554381957799,67.47424050012938,,37.564254205054915,Elderberries,Houston,2023-01-21
71.61475785917736,43.26601422950834,43.72841808015237,66.17078304117636,47.12361875907772,53.50271820902051,48.45194904878426,38.93438513666367,Dates,Chicago,2023-10-09
43.473295933101504,56.98078791980227,62.47266697282866,36.37838074613276,56.30880692509518,28.091467711569464,21.354377318000875,61.80711468357844,Cherries,Los Angeles,2023-05-10
54.48462334940142,75.78707924335474,57.69456688028734,63.46479786015422,32.39246720815111,49.14972312664385,40.91386405215348,45.42321297603164,Cherries,Los Angeles,2023-09-27
56.954232074140464,52.45334097367712,71.01062217057834,49.55669728528265,23.591841036493484,97.0401266539568,49.15313548237478,33.32179875801294,Apples,Los Angeles,2023-10-07
36.240355489474524,61.27574733766273,64.86637046911329,53.621788255223656,59.1226038918489,59.18814767527083,59.0609621144972,58.26286344503541,Cherries,Miami,2023-10-21
61.39718095957311,42.76622840562482,48.054517875084734,44.93645822392355,42.690472281168155,45.76199188440081,55.340733259340986,38.1613341929811,Dates,Chicago,2023-07-15
,52.56096783203098,84.04454405234759,73.6677350294065,98.28791410570928,59.80387413771961,59.93618118581824,54.84605293745447,Dates,Houston,2023-06-07
88.89018526350219,40.3030137722261,63.29632021649301,46.689278548650165,66.79305720874693,54.42116718061065,43.70488170882827,12.936868193185123,Bananas,Houston,2023-06-04
222.409837937605,42.68255724739574,32.93101111472765,44.60193303417526,36.83344256841659,31.880688159942526,41.255024754307335,20.030518177313922,Cherries,Los Angeles,2023-06-18
72.02411761094032,61.665657153787706,35.81255013321011,43.479156346009326,86.52486487825978,58.66789842610581,48.61817013498613,32.687332540708155,Bananas,Chicago,2023-06-17
68.0242187975741,25.81505758116116,55.70450444296553,62.4837972111402,54.06563389799307,61.23452516589126,31.697181390643284,22.38988730211727,Dates,Miami,2023-06-29
53.80719504980041,38.071486281040904,70.80715128946012,,68.696726819022,60.66347622227911,66.29665213175436,33.029866380455,Elderberries,Houston,2023-07-28
30.275028854943105,41.544085497969064,79.82212530412575,65.11016973941484,58.220833479359264,67.40454333602354,78.62997863081003,65.17284747304332,Dates,Houston,2023-05-04
52.1025861904532,62.94756807425079,46.94506861638275,32.99845452585021,60.646766658778766,48.19834323458419,39.23412775750838,48.79350020309962,Dates,Miami,2023-06-11
,48.80349719554056,64.47765094136894,67.72864051004547,43.1455100518034,39.16805152187623,,64.59022333685662,Bananas,New York,2023-10-19
47.031105467083655,78.19816013286305,57.26632696881016,61.29645152622896,15.365627204860505,43.24886391920566,17.40177428335491,40.60047636220277,Elderberries,Miami,2023-11-06
74.55556389193444,51.07038726035513,48.0085956406416,36.74916082288618,36.15844780429434,37.45636891756662,60.21143542479387,47.34946664864393,Dates,Los Angeles,2023-03-25
64.23533154601992,45.87587929199929,69.80388830265159,,58.898426561156015,58.77690646754409,33.10576642815691,54.40351154452282,Apples,Houston,2023-06-23
47.580327534651275,50.85541700102984,65.15741833190053,33.844175582112136,44.392908840711144,45.609888851552064,59.453984365517485,42.964801897380134,Dates,Los Angeles,2023-08-27
48.65892129545487,52.36140298985454,63.62022969492834,43.48563221684914,43.43330929458544,84.92504953312849,56.909925118887195,52.23193190285618,Dates,New York,2023-11-10
,47.36990502094602,41.41814481458928,56.94405272981425,54.06695553908862,30.46149525967289,51.12570230746877,48.764542078364634,Cherries,Los Angeles,2023-05-27
57.44912001746025,38.35194606395484,39.87059996523283,52.74029287461732,41.795117930369734,53.785702238432116,37.09343742835492,46.473419524871915,Bananas,Los Angeles,2023-12-22
37.54395737640406,22.610355315742503,51.76957584930302,37.29097993213308,185.9198000294375,31.67349405074717,49.788550437367554,51.51880171910196,Elderberries,New York,2023-02-24
54.262604900845346,47.22568103506455,47.12102909900737,29.362724356731523,77.45874094863954,23.775875476512496,38.63621311148701,69.29058103656827,Apples,Los Angeles,2023-11-28
62.615519198298855,58.532473750070245,57.46093143626994,53.114337775260736,65.4911887226178,44.48826087424359,66.62524180506414,43.67416848605825,Dates,Miami,2023-03-05
33.71590729047355,49.006183303584315,48.741616689698446,41.69881972056182,60.31857049645573,172.13646997526692,,43.8547202768409,Apples,New York,2023-09-24
68.75399622389016,23.687023850779276,65.67077968086868,44.37423713872523,36.18400716661412,52.80596880207935,73.94350507578316,31.669190205033143,Elderberries,Los Angeles,2023-11-22
87.6671681668297,53.97522703078803,32.128196478454534,34.469331012925856,78.0287413466742,51.81886990091897,15.363247825637323,50.734021287922246,Bananas,New York,2023-07-10
17.042320770743228,23.09904630771855,124.86323564664922,89.14856890982082,51.26316432294196,58.12451807805621,37.87394414457412,69.25372686525748,Apples,Miami,2023-01-14
39.23812693379108,64.34910043918622,57.03277749583331,18.347828704444847,44.1964450782774,45.258213062660836,39.35381725456598,43.21870873091595,Elderberries,Miami,2023-08-20
58.93435090782302,49.35295561665859,60.322811468804005,,70.91012117031111,65.39063097093391,41.4783693880819,2.6842135722696714,Bananas,Chicago,2023-05-09
25.69442005578161,27.21540583571327,49.769983657859186,34.552172309948425,50.859054473823484,59.99871361541343,41.747028596924814,29.75353028614948,Elderberries,Chicago,2023-06-10
39.19901387397952,35.448802973909096,52.97723174477066,53.55551317184888,29.38758211799148,32.155488604251424,44.01510806418117,57.432990809616655,Bananas,Miami,2023-06-04
47.326070001951045,52.84850932737379,38.38685458022344,18.99745063237671,31.564207818231452,41.80304804272843,59.13097085085036,34.08820061679987,Apples,Houston,2023-05-23
41.13022979652236,53.486952336157714,55.59742173914859,36.68763268593584,86.56750636188333,36.59333861576032,61.80382376415902,55.22054609645204,Elderberries,New York,2023-04-05
51.819405221973234,60.283968300741584,53.784887280083964,52.71744224276955,56.3268119096548,60.93155152165195,57.83797039161518,35.53890396458705,Cherries,Los Angeles,2023-07-18
54.418694703730125,59.87681388944176,58.998729645889455,66.5615950019955,16.291020779975995,42.12825804843566,77.44304098493971,53.463954889175916,Cherries,Chicago,2023-05-05
41.74779789450533,46.12698188495125,47.69436053616999,28.43224203855561,44.68380944561499,34.954479881119624,30.026534009893,61.05218922444447,Cherries,New York,2023-06-19
54.59526416556569,59.11069316486196,37.348857330042776,54.35947183308399,69.54404834038975,17.923960212075087,40.188356064077205,32.21972326588335,Dates,New York,2023-02-19
62.96572091291486,72.01758910681126,59.74483448346643,52.41195958883807,49.37133457677941,27.806786571054683,54.86156537740033,42.481141911646965,Apples,New York,2023-09-03
60.06372443415448,44.283593221902265,56.57018758865587,50.07053373082436,53.783522743882145,54.28612501087153,55.36835732703504,36.34513207595641,Bananas,Chicago,2023-08-02
24.000271259252887,23.208113281467725,64.03948985363385,,55.02306374573127,47.47387801312328,49.79972129018538,54.10103237166712,Cherries,Houston,2023-01-11
38.37669671677215,67.39322217551447,51.012443707416224,,50.43601374167509,74.14995193068803,37.025701031699484,33.41474499429339,Cherries,Los Angeles,2023-12-06
41.01500714283438,36.12882648394889,71.9092415425346,53.916964949972204,70.52614941578666,52.24659617427342,39.428728583342625,52.040015315645384,Bananas,Chicago,2023-02-12
56.02117718586547,36.63071959547183,51.679772631131314,185.50951868344873,51.693068863105864,48.81184117198601,40.339052038805164,66.43409397973323,Apples,Miami,2023-09-27
56.80721093510962,43.794424562901675,51.55510185484353,71.29762746165443,55.4277385755266,46.788350811742035,64.51867456862634,33.155209037996585,Apples,Miami,2023-12-15
36.20551306860864,32.835058478508635,45.33689503978567,,51.034390954569844,29.350618537569055,16.61212324647218,29.123300187598563,Elderberries,Los Angeles,2023-09-02
95.17933981227358,48.06520859509708,30.88736195892215,48.56970064832424,48.33346066737269,54.26479291098561,47.34136538717271,10.82552724471733,Cherries,Chicago,2023-07-10
53.34295251200501,45.16550550255189,44.41470009813728,59.328975473987924,61.098535658923474,37.725718395129014,36.82474724724375,52.91506581003388,Elderberries,Chicago,2023-10-16
33.93242370738602,50.18394884148032,40.635593084383444,58.38605863864329,33.94253207857367,31.606755695383242,47.11378238323397,40.29591591283427,Apples,New York,2023-03-11
55.110280682176246,56.60237598925408,58.8744609136627,,64.78295877385878,60.085341138296634,45.04617662485113,54.044355425522724,Elderberries,Houston,2023-06-29
23.222231236866616,50.57963078375872,68.63954197509223,55.05584224566601,68.04830545334688,57.118643811411296,54.426458487856934,41.85289174592415,Elderberries,Houston,2023-06-04
61.99090857843993,67.64701408607988,41.94705381455788,46.79877727012272,66.071654795408,36.144561438933074,44.94583156286121,40.04026796076715,Bananas,New York,2023-07-23
57.76153302506778,36.50997863966619,26.98960271639286,53.350800972666484,60.203716413294096,54.71217030346478,65.33991682558158,39.96966429095224,Dates,Miami,2023-02-22
23.204033221832546,71.13684837058142,52.70094814953312,63.375179885940184,43.138648968918105,42.14387016445381,55.6000162440893,38.206085490778925,Dates,New York,2023-07-21
34.34736857964207,84.48947658301405,46.229312953303435,68.46974620031679,72.87303193238401,44.055175197313,18.38418833468769,52.89478420074371,Cherries,Houston,2023-04-26
49.0849388124992,61.75745101050089,75.51407126369767,56.57130015206921,44.56800610801397,59.22473347119757,59.251661280247234,58.587784603435814,Elderberries,Miami,2023-07-01
65.78193361494047,53.41486158108533,50.57107656313607,46.9008695602582,31.155962405446104,32.69930524858224,35.50299913859195,67.77364810296034,Bananas,New York,2023-07-20
72.03265100150382,43.8819922274336,73.94831974232517,39.74412635856362,56.883024589172145,31.534017673518637,,31.845829343536742,Dates,New York,2023-04-07
44.670386078491056,80.75945701689783,53.9033852610242,47.68036935965166,60.84490435463984,60.38939226842781,66.01914059092324,68.73139788142308,Cherries,New York,2023-08-11
68.59167903310369,78.16940891693145,53.29241100069211,38.732424569636315,54.3490188863224,28.69544546137434,36.86480174467639,55.67384621132671,Cherries,Houston,2023-03-26
82.46550229750794,43.73186941400148,16.03830190658698,41.45803652049128,55.686867057215395,25.108982708398656,53.600877794800134,42.637126463444304,Apples,New York,2023-08-24
73.03411131857489,29.271825101523667,46.60737554599027,45.49504286704844,50.35946153242232,71.55414519016458,69.56877227470798,49.97374782690149,Elderberries,New York,2023-10-29
56.60079448385556,35.76189439529223,65.2463120162107,21.460317123587338,42.51647226898513,37.27505920683108,71.20791363407363,38.370443499552074,Apples,Los Angeles,2023-02-03
53.01055436267998,41.01248969303831,64.32045430361386,,18.280607283126542,48.926125630209654,52.68301869781398,37.65540550013308,Apples,Houston,2023-06-28
75.61471801934147,49.47608880148021,48.018318145645814,61.476517152064865,59.168716005312255,60.08759531187657,48.303555923489384,30.900950712472945,Dates,Los Angeles,2023-10-31
51.232825962058136,51.97613275319483,60.32858367398628,36.90480084042868,61.66191673757761,17.260466885083723,68.73985955383736,56.575579955507614,Dates,Houston,2023-06-10
29.131635581799483,44.47826487755506,36.30197146390999,,37.80843898518612,48.60724024702906,76.30978680628763,59.85199866827858,Apples,Chicago,2023-04-30
55.03270028072207,55.78818680067897,69.0842258241967,44.679146261778726,202.93072866380757,96.05327386807112,50.87437016244119,47.45140902772845,Dates,New York,2023-08-12
76.8672834310604,52.052224908523804,62.23256509394205,57.36826621717431,62.81102920467186,61.41233175630412,48.89026408546229,53.07750110894226,Elderberries,Miami,2023-06-15
,61.19799380620246,47.205022461415474,32.43442342769609,44.46259414783567,31.805440855256073,54.795426985867394,28.312955668634217,Bananas,Miami,2023-02-04
56.18763154300056,58.3705404574593,55.50686156333626,35.64479384201545,74.90922762546933,62.72425369358412,,40.06646548290041,Cherries,Miami,2023-04-18
33.61048809685451,64.91967164354097,53.33253614252335,,53.306951658507224,58.6745529330471,43.91710674401299,60.75713617485253,Apples,Houston,2023-02-01
57.21837066871824,57.987778029436626,52.12291460380418,55.736195003826296,59.18312432268487,50.34323610056638,63.62043428874376,50.885849444278946,Dates,Chicago,2023-05-24
34.63893037165755,38.989970426598084,49.737697879689975,,32.25933102746352,66.18658748619941,75.56082173694945,30.365758595086977,Dates,Houston,2023-05-14
48.18788538921945,39.469997372072996,57.89743608037276,49.48308149844993,55.412875381803275,59.62994572345756,,54.55308490475833,Cherries,Chicago,2023-01-25
22.956794913073967,61.39259024671631,82.48589108793786,53.369210116556964,25.302394858126394,48.45259145545821,50.72981794960086,58.977684108286084,Apples,Miami,2023-01-22
73.24817641156557,46.453932320480234,33.97131016336335,35.16313575677153,42.04772310745252,59.60118547328814,46.97246562486292,49.301388097370555,Dates,New York,2023-11-10
28.61550202951647,55.60370399042455,60.45266613018636,48.59542665688836,61.785850570354945,21.20809508566278,,34.55108155702064,Cherries,Miami,2023-09-12
37.984719724627844,42.101614983155955,46.908657071796114,37.89190251010477,67.36336197962815,58.674931471606854,,48.31542422625488,Cherries,Miami,2023-05-06
,41.213804242511536,14.014383375123561,40.62696320465746,32.52502507151139,32.626940723835446,50.11119302108407,45.4575304657752,Elderberries,Miami,2023-02-22
77.15816217615705,63.73746237764929,73.59560701755923,58.76136710216108,28.74483508715497,43.139085443948815,,66.78942302474681,Dates,Los Angeles,2023-12-06
44.44537640344314,48.117712338155606,66.05912525702607,81.16519468804742,33.99547797325729,30.578607053512783,73.64785804861746,47.03175264141182,Elderberries,New York,2023-04-11
49.117833113674905,59.1010934510183,53.79536669744462,41.397441534629756,29.7700557090218,57.089396151468186,51.86720887799722,51.550033425657475,Apples,Houston,2023-07-14
59.15219485410189,49.07675185584755,66.80485085205608,65.72674202611576,64.49030696984346,65.86800113770923,48.77785570180139,28.690017139839963,Cherries,Miami,2023-07-23
49.766871598188956,65.56275761347024,21.476873555273826,,71.81364189826282,33.13793518177851,48.79560810456251,60.92325378854346,Bananas,New York,2023-10-31
,46.53742738595838,55.54683844447185,35.4988206720293,16.228853275406372,39.53903687044903,62.09046649249021,41.012159348164346,Bananas,Houston,2023-02-21
53.21358529533775,56.535349075625646,102.96817292154188,,71.65634308645862,46.61662793993355,41.562821204730625,45.3987223848174,Bananas,Los Angeles,2023-07-14
71.00331468464934,69.44835901418973,62.38370733896977,56.252164441018394,37.942811166096426,47.77027593903701,35.96985539020453,49.6159753102051,Bananas,Miami,2023-08-20
46.76086363597098,64.3794011230488,53.64576067057304,41.36269087680803,62.03099907676319,51.73688132048038,43.573161600470094,39.74209716585003,Apples,Miami,2023-05-11
57.36095158499982,49.767160888270205,70.11306652928404,44.4929350297999,74.08227702398608,51.19936631030061,52.159660998141455,75.7286540985504,Dates,Miami,2023-06-05
51.79428696765935,33.64951658320429,56.73842982779879,,75.67049506408597,43.439747996317315,,38.04681546785343,Elderberries,Miami,2023-04-19
57.30199506571921,67.8771779070127,35.004871752843464,44.409452885637506,23.287783789201818,56.5186710256494,48.18956522609474,50.32972861727293,Apples,Houston,2023-04-18
61.830823938771324,46.93399005874056,99.23839158514225,58.97391153401305,33.00144533104965,70.9977185297492,55.79612038590057,225.20256048787542,Elderberries,Miami,2023-01-26
36.82414711658587,28.62882213413721,41.14760832395607,,35.588295140371606,51.94877513269851,74.29031611138882,66.85864744959758,Elderberries,Chicago,2023-08-10
52.10455886566553,68.07872187787493,59.15793567313417,54.7471464169862,57.7695526824516,53.76701370910075,51.62738942368093,71.35943312213375,Cherries,Miami,2023-02-02
,29.25276399280775,62.73107958559268,39.504282021323846,60.12621927955287,56.410262097097714,62.041627869061365,72.27495932240593,Apples,New York,2023-05-11
54.08450600181797,27.252005742196292,81.82481232607033,50.71516549606757,70.74505733936289,46.930250029799986,49.88978707197834,20.238222216011597,Bananas,Miami,2023-11-24
34.74164200205816,50.121983748334635,59.09638901528452,50.038870099812044,34.56535452308811,62.467392507121346,52.845719191444005,47.91519334248879,Bananas,Miami,2023-09-21
54.70263396746604,52.30589100162267,35.08536926885904,53.742591289276994,65.99049254036663,29.996201465676705,64.33149965050715,47.478162035888744,Elderberries,Miami,2023-10-07
65.88941453726606,63.16561606023684,63.978533280385136,51.27498754845538,35.19536181004823,44.9667970742698,66.92391270086038,25.926847661036035,Dates,Chicago,2023-02-13
24.676282799736615,70.22773354506069,31.27184923497975,52.555571907738084,40.72024080344773,33.19283907891893,61.366980148312855,28.418149602561797,Cherries,Houston,2023-01-10
28.07961358922143,27.956651356540302,44.267324585229225,67.72676132566409,57.64090038736574,22.798369650507905,58.13361827337477,49.78725445702094,Bananas,Houston,2023-05-13
56.380729223017326,77.69688491888951,45.24015544820335,48.7416587747754,56.13297001545359,54.57942039764442,52.05005831444067,68.61887290844788,Elderberries,Los Angeles,2023-03-01
22.07414677401183,32.53877805844987,75.0774131583617,13.289949077472025,40.968519964934906,58.07033757561906,46.362352968042664,72.37448475357814,Bananas,Houston,2023-04-28
61.382114224377965,97.91611819012732,56.15894994889917,46.773223728594786,35.51544111490804,52.10303141550229,48.84480681222435,65.66722920460124,Elderberries,New York,2023-04-15
51.95962830755449,44.516977611185204,37.60814527537561,26.02587263989315,38.50300271702667,64.02181704336722,44.477062104582885,58.886392768777746,Apples,Los Angeles,2023-10-24
53.4608469938138,58.01915487148757,48.34112549429734,,66.01359130946985,53.34772799798303,44.36999687554015,34.466204011787106,Apples,Los Angeles,2023-06-07
60.519576727810836,51.4893040722074,47.29022930517217,38.00760564855576,54.00507378042056,55.00068743258073,69.58657303638863,34.3779606121255,Cherries,Chicago,2023-03-18
,37.96787922286742,32.608553762957676,42.674105058123104,52.71232185986151,30.866077618235252,46.13552568492996,52.889295792936885,Cherries,Chicago,2023-11-16
60.33101361784805,50.33031074080875,45.196092829290336,52.712001003868664,61.74148788895569,58.65445643199932,69.14928189309745,41.64876204675163,Bananas,New York,2023-06-25
30.128364773149553,28.122063904455672,65.29542468409453,30.926433853252032,45.01275360084607,38.66065800602701,47.37097513035901,88.27087246249472,Dates,New York,2023-02-05
48.20846269866304,22.848248332933764,43.355461510756086,53.87040697881535,47.70724629750073,52.37397372276928,25.424437515410965,36.332390255940055,Elderberries,Houston,2023-05-10
62.96945236417697,41.23963678827696,57.25132073182652,52.620519062512905,39.85814499104845,42.10913426928308,64.47676965756783,78.39985000981305,Bananas,New York,2023-02-03
34.837179616323915,68.3440892204258,69.87835806046645,22.805407260675047,26.490821814536496,43.42911726179869,48.947155277683954,50.560465026882476,Apples,Chicago,2023-08-07
63.74127774830321,44.29948381209014,52.6696689330666,,51.487079175305645,39.5172935136204,34.23260090426651,44.494043579247084,Dates,Miami,2023-09-28
37.793931277290966,54.961293062093716,48.28861177451505,89.31907440099262,60.25257643090157,62.71552459061512,44.59333577914905,43.4396179116668,Dates,Miami,2023-12-10
52.64208818873741,34.23435165023075,31.15173197789057,39.92194348479882,59.87666669304377,75.06866765497456,33.49875258469629,53.94421112562428,Bananas,Los Angeles,2023-05-20
76.40182294552199,65.76069305915364,35.36516699536144,53.70927744875238,37.68488338862703,66.85019174232688,60.688491160925324,51.02260895500833,Apples,Houston,2023-11-24
67.62544091075058,44.14468406926409,52.484257153401046,,74.50303927826424,34.12467757799642,91.75168881284362,76.51349134239105,Apples,New York,2023-05-30
50.08950761310878,49.35923338477788,60.05837719080873,38.75881028282953,54.73953145684136,42.2351000379226,46.67880590915386,80.41835937652696,Cherries,Los Angeles,2023-08-14
42.987153836538134,68.83399632001418,59.2170213601444,18.75358944817554,30.248695438032087,52.32012622870082,44.36812105719972,50.70911171047278,Apples,Miami,2023-01-30
53.14397444811394,21.442059338035254,56.259181583020045,35.78922082690182,61.76700341017212,36.441781070912086,69.34603008063459,43.757878800840835,Apples,Houston,2023-02-04
29.742680064210656,37.02313401335176,54.60276878921779,,41.722508164502315,59.0850653863117,25.580625442983596,49.36207719824374,Apples,Los Angeles,2023-12-20
34.72436877779166,27.00096906986589,47.1042484695846,47.35372192727134,57.743408015861284,26.928159874013105,50.08329579464151,49.982197367148245,Apples,Los Angeles,2023-10-16
46.82214014105384,48.63655196908774,77.92110620523859,41.427152322034694,63.39613668061926,44.993687628545395,51.79417116199786,66.50820686836806,Bananas,Los Angeles,2023-01-26
50.49666398496539,34.482015128085195,63.7485916106024,46.5782936141097,65.31559135459965,42.64958246036153,42.391170411156686,44.84947461123774,Elderberries,Chicago,2023-06-26
17.85049820748437,68.76735795046942,55.95287303508011,46.4786143848659,37.929598453281336,31.01622617464424,56.537576495789104,61.4033899750466,Dates,Miami,2023-09-12
52.668626355279166,41.57491792972875,72.70939528288216,43.422629484325455,55.75817458071622,59.34995929607959,41.05223615351836,38.23652358470408,Apples,Miami,2023-01-08
50.413434085862555,47.80615442334374,47.33695085065843,40.16384187256661,45.888494407152486,63.55826994901213,40.88617259828898,65.56299569716855,Apples,Los Angeles,2023-03-30
,44.04175296265328,36.87836570561638,52.4116075114165,23.813064630839225,79.73549699341302,100.75477633634985,50.0142476983947,Elderberries,Miami,2023-05-25
56.14456062664126,47.45671450558454,48.954775678376706,72.34677055430153,55.67550106079855,29.978399554857855,27.16334550073809,41.97947000930207,Bananas,Houston,2023-11-14
59.38886856276092,58.18467399502024,30.511002516442044,72.38277468061246,56.066799180368314,21.889577569024727,,72.38383029371623,Bananas,Chicago,2023-10-10
,49.40590468431764,55.6103430047434,74.8726664539344,40.396932835429865,51.57532902072609,69.53880578189265,45.952099406821084,Apples,Houston,2023-06-18
51.804701574640795,47.48218768415414,50.49533943353356,58.53165428270956,55.450001179873965,54.76983056684878,23.851014024187865,83.13336533368337,Cherries,Miami,2023-06-25
79.7922366323692,62.46285206970067,62.40910024792089,35.055954936891204,64.79345689277874,43.57085224083803,52.61253407754776,32.945504038746684,Dates,New York,2023-07-02
60.68397627409717,57.884911256665546,49.886219330045364,22.85790405217125,63.5496044565496,73.61169856274532,50.210710368754754,53.22038806428953,Cherries,New York,2023-01-26
25.99382298473904,70.79898333566402,69.8060283012208,35.778917644680604,44.73934946591599,42.95536074727069,41.70155199482217,23.68523556390767,Elderberries,Houston,2023-09-08
62.445661014498576,43.444559451928,27.2973065485411,71.40164103808154,77.54375525168776,77.59629028696313,68.71359187738868,67.2812768619722,Elderberries,Miami,2023-10-31
47.11265140267406,46.71213101526018,81.0111342071846,52.57828160686646,41.17589843121354,42.655903402287855,51.32769121532709,54.793762550827736,Apples,Los Angeles,2023-12-30
,57.09151174081738,61.28322373899079,38.352660077912915,41.4769707683041,35.172994742347996,33.14179834756893,34.54710951213612,Bananas,Miami,2023-12-01
45.92177551591813,55.1562296529128,53.613398361246524,58.5349487179693,74.68396765814612,48.12746976889157,,73.57045006371104,Apples,New York,2023-02-18
