column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,fruits,cities,date,fruits_Apples,fruits_Bananas,fruits_Cherries,fruits_Dates,fruits_Elderberries,date_year,date_month,date_day
25.305124294265664,43.46024813351094,0.29745664754396256,1.6181626229889587,33.78151153868814,4618.379100661013,42.0,23.437483887095137,Elderberries,NEW YORK,2023-10-07,False,False,False,False,True,2023,10,7
48.45058244984818,50.04978861845785,0.30719489410860107,,56.66461543860719,5442.032085287412,70.0,102.20542139516904,Dates,NEW YORK,2023-02-15,False,False,False,True,False,2023,2,15
35.006775262836946,71.74950105048715,0.3855015316373015,1.762321221285076,32.26950254329158,5319.7986416600015,44.0,47.21702426993875,Dates,HOUSTON,2023-03-26,False,False,False,True,False,2023,3,26
61.94696749705413,70.93681830557443,0.26225581445175283,1.7352294112422348,67.52407556385386,7222.073465197859,70.0,41.14311664881443,Elderberries,CHICAGO,2023-07-31,False,False,False,False,True,2023,7,31
47.19422850150925,30.188058379368528,0.20481419183148433,1.6928985715404972,62.99412733915835,6626.02776081221,39.0,59.30418498913713,Apples,MIAMI,2023-04-15,True,False,False,False,False,2023,4,15
69.93316683042165,55.04526220320741,0.331056500099039,1.7157338202318064,58.38974134318333,4498.453640383532,67.0,19.20628936055479,Elderberries,NEW YORK,2023-04-29,False,False,False,False,True,2023,4,29
66.76614986882674,35.29702478263292,0.20939676076006997,1.9303353799493557,49.07269155202431,6199.015401675766,17.0,27.52772606022023,Bananas,MIAMI,2023-11-20,False,True,False,False,False,2023,11,20
78.67587856016904,61.78533087146721,0.3158044956671876,1.7846486176810674,50.73612337084763,2388.1958597463013,51.0,56.26427954773033,Bananas,CHICAGO,2023-12-08,False,True,False,False,False,2023,12,8
58.54085751796698,40.2080543406939,0.22825702807961945,1.6660977564266024,53.70648272686241,6418.018267540036,68.0,28.967357886840972,Cherries,LOS ANGELES,2023-03-21,False,False,True,False,False,2023,3,21
0.0,59.84192896846287,0.3764016852756697,1.8583077536515535,58.97652952841181,4447.2435504127825,58.0,44.78906720646462,Dates,MIAMI,2023-02-15,False,False,False,True,False,2023,2,15
55.00499361832841,62.30993263760642,0.2211312483651705,1.8232700489697005,59.35954286803633,4975.472828415382,45.0,50.21595703432783,Cherries,MIAMI,2023-02-14,False,False,True,False,False,2023,2,14
53.35321492081671,14.05706032110749,0.3400737321471378,1.7657438747110417,43.30939403534931,4168.515077579276,57.0,43.984503635359005,Bananas,NEW YORK,2023-05-20,False,True,False,False,False,2023,5,20
0.0,20.393656796296863,0.3714434282466593,1.8060022961779887,69.08460008550146,2817.078860864863,56.0,27.29845389066998,Cherries,HOUSTON,2023-08-28,False,False,True,False,False,2023,8,28
0.0,40.35749558405987,0.31098717450035596,1.7959896931465944,75.4635493300191,2938.3996126681295,50.0,44.75737806600363,Elderberries,HOUSTON,2023-06-06,False,False,False,False,True,2023,6,6
43.14141098347234,59.31964573880004,0.27515564060219755,1.8243985337472037,40.81554381957799,6747.424050012938,,37.564254205054915,Elderberries,HOUSTON,2023-01-21,False,False,False,False,True,2023,1,21
71.61475785917736,43.26601422950834,0.2555727005638185,1.8444486027869182,47.12361875907772,5350.27182090205,48.0,38.93438513666367,Dates,CHICAGO,2023-10-09,False,False,False,True,False,2023,10,9
43.473295933101504,56.98078791980227,0.33740867991776363,1.6031768516355918,56.30880692509518,2809.1467711569467,21.0,61.80711468357844,Cherries,LOS ANGELES,2023-05-10,False,False,True,False,False,2023,5,10
54.48462334940142,75.78707924335474,0.3165478546714091,1.8273008671428437,32.39246720815111,4914.972312664385,41.0,45.42321297603164,Cherries,LOS ANGELES,2023-09-27,False,False,True,False,False,2023,9,27
56.954232074140464,52.45334097367712,0.3746847494625375,1.726574939368114,23.591841036493484,9704.01266539568,49.0,33.32179875801294,Apples,LOS ANGELES,2023-10-07,True,False,False,False,False,2023,10,7
36.24035548947453,61.27574733766273,0.3478594091533296,1.7585062090882142,59.1226038918489,5918.814767527083,59.0,58.26286344503541,Cherries,MIAMI,2023-10-21,False,False,True,False,False,2023,10,21
61.39718095957311,42.76622840562482,0.2744601265432888,1.6871817123067148,42.690472281168155,4576.19918844008,55.0,38.1613341929811,Dates,CHICAGO,2023-07-15,False,False,False,True,False,2023,7,15
0.0,52.56096783203098,0.43158987103474195,1.8886980526355366,98.28791410570928,5980.387413771961,60.0,54.84605293745447,Dates,HOUSTON,2023-06-07,False,False,False,True,False,2023,6,7
88.89018526350219,40.3030137722261,0.34100468796424566,1.7025502682076457,66.79305720874693,5442.1167180610655,44.0,12.936868193185123,Bananas,HOUSTON,2023-06-04,False,True,False,False,False,2023,6,4
222.409837937605,42.68255724739574,0.20843203472236746,1.684185803995817,36.83344256841659,3188.068815994253,41.0,20.03051817731392,Cherries,LOS ANGELES,2023-06-18,False,False,True,False,False,2023,6,18
72.02411761094032,61.665657153787706,0.2210126171172296,1.6739767280921833,86.52486487825978,5866.78984261058,49.0,32.687332540708155,Bananas,CHICAGO,2023-06-17,False,True,False,False,False,2023,6,17
68.0242187975741,25.81505758116116,0.3078593919079125,1.8209131943611638,54.06563389799307,6123.452516589126,32.0,22.38988730211727,Dates,MIAMI,2023-06-29,False,False,False,True,False,2023,6,29
53.80719504980041,38.071486281040904,0.3737964109155165,,68.696726819022,6066.3476222279105,66.0,33.029866380455,Elderberries,HOUSTON,2023-07-28,False,False,False,False,True,2023,7,28
30.275028854943105,41.544085497969064,0.41315510869874855,1.8378079792705582,58.220833479359264,6740.4543336023535,79.0,65.17284747304332,Dates,HOUSTON,2023-05-04,False,False,False,True,False,2023,5,4
52.1025861904532,62.94756807425079,0.26961635461360317,1.5649390135834118,60.646766658778766,4819.834323458419,39.0,48.79350020309962,Dates,MIAMI,2023-06-11,False,False,False,True,False,2023,6,11
0.0,48.80349719554056,0.34616228896307255,1.8540220405304884,43.1455100518034,3916.8051521876228,,64.59022333685662,Bananas,NEW YORK,2023-10-19,False,True,False,False,False,2023,10,19
47.031105467083655,78.19816013286305,0.3146781914613844,1.813054110712848,15.365627204860504,4324.886391920566,17.0,40.60047636220277,Elderberries,MIAMI,2023-11-06,False,False,False,False,True,2023,11,6
74.55556389193444,51.07038726035513,0.27425963352533467,1.6071737569891575,36.15844780429434,3745.636891756662,60.0,47.34946664864393,Dates,LOS ANGELES,2023-03-25,False,False,False,True,False,2023,3,25
64.23533154601992,45.87587929199929,0.3694162402538306,,58.898426561156015,5877.690646754409,33.0,54.40351154452282,Apples,HOUSTON,2023-06-23,True,False,False,False,False,2023,6,23
47.580327534651275,50.85541700102984,0.34913010220838026,1.5748272522707758,44.392908840711144,4560.988885155207,59.0,42.964801897380134,Dates,LOS ANGELES,2023-08-27,False,False,False,True,False,2023,8,27
48.65892129545487,52.36140298985454,0.342418852358965,1.6740363047275921,43.43330929458544,8492.50495331285,57.0,52.23193190285618,Dates,NEW YORK,2023-11-10,False,False,False,True,False,2023,11,10
0.0,47.36990502094602,0.24548622143386717,1.7829644814661099,54.06695553908862,3046.1495259672893,51.0,48.764542078364634,Cherries,LOS ANGELES,2023-05-27,False,False,True,False,False,2023,5,27
57.44912001746025,38.35194606395484,0.23872975714093295,1.7517786490732252,41.795117930369734,5378.570223843211,37.0,46.473419524871915,Bananas,LOS ANGELES,2023-12-22,False,True,False,False,False,2023,12,22
37.54395737640406,22.610355315742503,0.2906797899407176,1.6129490500343313,100.0,3167.349405074717,50.0,51.51880171910196,Elderberries,NEW YORK,2023-02-24,False,False,False,False,True,2023,2,24
54.262604900845346,47.22568103506455,0.27038458483214267,1.5196618887123565,77.45874094863954,2377.5875476512497,39.0,69.29058103656827,Apples,LOS ANGELES,2023-11-28,True,False,False,False,False,2023,11,28
62.615519198298855,58.532473750070245,0.3155278199139519,1.7546460927092693,65.4911887226178,4448.82608742436,67.0,43.67416848605825,Dates,MIAMI,2023-03-05,False,False,False,True,False,2023,3,5
33.71590729047355,49.006183303584315,0.2774599482341338,1.657280001853907,60.31857049645573,17213.646997526692,,43.8547202768409,Apples,NEW YORK,2023-09-24,True,False,False,False,False,2023,9,24
68.75399622389016,23.687023850779276,0.35137139920543864,1.6821347417682844,36.18400716661412,5280.596880207935,74.0,31.669190205033143,Elderberries,LOS ANGELES,2023-11-22,False,False,False,False,True,2023,11,22
87.6671681668297,53.97522703078803,0.20492700646675346,1.5819945670972595,78.0287413466742,5181.886990091897,15.0,50.734021287922246,Bananas,NEW YORK,2023-07-10,False,True,False,False,False,2023,7,10
17.042320770743228,23.09904630771855,0.6098012051720886,1.9678903497358253,51.26316432294196,5812.451807805621,38.0,69.25372686525748,Apples,MIAMI,2023-01-14,True,False,False,False,False,2023,1,14
39.23812693379108,64.34910043918622,0.3136585320470173,1.3438504822170396,44.1964450782774,4525.8213062660825,39.0,43.21870873091595,Elderberries,MIAMI,2023-08-20,False,False,False,False,True,2023,8,20
58.93435090782302,49.35295561665859,0.3280225726563482,,70.91012117031111,6539.063097093392,41.0,2.6842135722696714,Bananas,CHICAGO,2023-05-09,False,True,False,False,False,2023,5,9
25.69442005578161,27.21540583571327,0.2819497209882484,1.5829355160747818,50.85905447382349,5999.871361541343,42.0,29.75353028614948,Elderberries,CHICAGO,2023-06-10,False,False,False,False,True,2023,6,10
39.19901387397952,35.448802973909096,0.29595232465224575,1.7580040059036133,29.38758211799148,3215.5488604251423,44.0,57.432990809616655,Bananas,MIAMI,2023-06-04,False,True,False,False,False,2023,6,4
47.326070001951045,52.84850932737379,0.23225183650568243,1.3564478725073275,31.564207818231452,4180.304804272842,59.0,34.08820061679987,Apples,HOUSTON,2023-05-23,True,False,False,False,False,2023,5,23
41.13022979652236,53.486952336157714,0.3073918768856301,1.606513041276061,86.56750636188333,3659.3338615760317,62.0,55.22054609645204,Elderberries,NEW YORK,2023-04-05,False,False,False,False,True,2023,4,5
51.819405221973234,60.283968300741584,0.2994784879085833,1.7516028600442772,56.3268119096548,6093.1551521651945,58.0,35.53890396458705,Cherries,LOS ANGELES,2023-07-18,False,False,True,False,False,2023,7,18
54.418694703730125,59.87681388944176,0.32224173111164883,1.8468701459867838,16.291020779975995,4212.825804843566,77.0,53.46395488917592,Cherries,CHICAGO,2023-05-05,False,False,True,False,False,2023,5,5
41.74779789450533,46.12698188495125,0.27288770671892787,1.5072736390760737,44.68380944561499,3495.4479881119623,30.0,61.05218922444447,Cherries,NEW YORK,2023-06-19,False,False,True,False,False,2023,6,19
54.59526416556569,59.11069316486196,0.22772001866536198,1.7640571904695759,69.54404834038975,1792.3960212075087,40.0,32.21972326588335,Dates,NEW YORK,2023-02-19,False,False,False,True,False,2023,2,19
62.96572091291486,72.01758910681126,0.3254991686560086,1.7492459341042583,49.37133457677941,2780.678657105468,55.0,42.481141911646965,Apples,NEW YORK,2023-09-03,True,False,False,False,False,2023,9,3
60.06372443415448,44.283593221902265,0.311638899342081,1.7307431389917312,53.783522743882145,5428.612501087153,55.0,36.34513207595641,Bananas,CHICAGO,2023-08-02,False,True,False,False,False,2023,8,2
24.000271259252887,23.208113281467725,0.3442493106445015,,55.02306374573127,4747.3878013123285,50.0,54.10103237166712,Cherries,HOUSTON,2023-01-11,False,False,True,False,False,2023,1,11
38.37669671677215,67.39322217551447,0.2873742080160204,,50.43601374167509,7414.995193068803,37.0,33.41474499429339,Cherries,LOS ANGELES,2023-12-06,False,False,True,False,False,2023,12,6
41.01500714283438,36.12882648394889,0.37860805398071434,1.7607359009295462,70.52614941578666,5224.659617427342,39.0,52.040015315645384,Bananas,CHICAGO,2023-02-12,False,True,False,False,False,2023,2,12
56.02117718586547,36.63071959547183,0.2902877158517372,2.2769994838325225,51.693068863105864,4881.184117198601,40.0,66.43409397973323,Apples,MIAMI,2023-09-27,True,False,False,False,False,2023,9,27
56.80721093510962,43.794424562901675,0.2897434126293064,1.8751900602856442,55.4277385755266,4678.835081174204,65.0,33.155209037996585,Apples,MIAMI,2023-12-15,True,False,False,False,False,2023,12,15
36.20551306860864,32.835058478508635,0.26259518986245756,,51.03439095456984,2935.0618537569053,17.0,29.123300187598563,Elderberries,LOS ANGELES,2023-09-02,False,False,False,False,True,2023,9,2
95.17933981227358,48.06520859509708,0.19950961638067805,1.71845451113547,48.33346066737269,5426.479291098562,47.0,10.82552724471733,Cherries,CHICAGO,2023-07-10,False,False,True,False,False,2023,7,10
53.34295251200501,45.16550550255189,0.25856895618208126,1.7997098442757522,61.098535658923474,3772.5718395129015,37.0,52.91506581003388,Elderberries,CHICAGO,2023-10-16,False,False,False,False,True,2023,10,16
33.93242370738602,50.18394884148032,0.24206965950048706,1.7931662624149096,33.94253207857367,3160.675569538324,47.0,40.29591591283427,Apples,NEW YORK,2023-03-11,True,False,False,False,False,2023,3,11
55.110280682176246,56.60237598925408,0.32169918318331736,,64.78295877385878,6008.5341138296635,45.0,54.04435542552272,Elderberries,HOUSTON,2023-06-29,False,False,False,False,True,2023,6,29
23.222231236866616,50.57963078375872,0.3643327918548808,1.7692329842492074,68.04830545334688,5711.864381141129,54.0,41.85289174592415,Elderberries,HOUSTON,2023-06-04,False,False,False,False,True,2023,6,4
61.99090857843993,67.64701408607988,0.24779539830456362,1.703492530637161,66.071654795408,3614.4561438933074,45.0,40.04026796076715,Bananas,NEW YORK,2023-07-23,False,True,False,False,False,2023,7,23
57.76153302506778,36.50997863966619,0.18249229300193726,1.7564491102659996,60.203716413294096,5471.217030346478,65.0,39.96966429095224,Dates,MIAMI,2023-02-22,False,False,False,True,False,2023,2,22
23.204033221832542,71.13684837058142,0.2947460912776704,1.826721213778069,43.138648968918105,4214.387016445381,56.0,38.206085490778925,Dates,NEW YORK,2023-07-21,False,False,False,True,False,2023,7,21
34.34736857964207,84.48947658301405,0.26649141928001857,1.8585032976540585,72.87303193238401,4405.5175197313,18.0,52.89478420074371,Cherries,HOUSTON,2023-04-26,False,False,True,False,False,2023,4,26
49.0849388124992,61.75745101050089,0.3943464691247244,1.780287914698939,44.56800610801397,5922.473347119757,59.0,58.587784603435814,Elderberries,MIAMI,2023-07-01,False,False,False,False,True,2023,7,1
65.78193361494047,53.41486158108533,0.2854472322959672,1.704369221151728,31.155962405446104,3269.930524858224,36.0,67.77364810296034,Bananas,NEW YORK,2023-07-20,False,True,False,False,False,2023,7,20
72.03265100150382,43.8819922274336,0.38751051587260377,1.638177098030777,56.883024589172145,3153.401767351864,,31.845829343536742,Dates,NEW YORK,2023-04-07,False,False,False,True,False,2023,4,7
44.670386078491056,80.75945701689783,0.29999584117129513,1.7110052589954718,60.84490435463984,6038.939226842781,66.0,68.73139788142308,Cherries,NEW YORK,2023-08-11,False,False,True,False,False,2023,8,11
68.59167903310369,78.16940891693145,0.29732837355279457,1.6279497420181561,54.3490188863224,2869.5445461374343,37.0,55.67384621132671,Cherries,HOUSTON,2023-03-26,False,False,True,False,False,2023,3,26
82.46550229750794,43.73186941400148,0.13467973822305346,1.6549717451334893,55.686867057215395,2510.8982708398657,54.0,42.637126463444304,Apples,NEW YORK,2023-08-24,True,False,False,False,False,2023,8,24
73.03411131857489,29.271825101523667,0.26814201209420746,1.6921386194083468,50.35946153242232,7155.414519016457,70.0,49.97374782690149,Elderberries,NEW YORK,2023-10-29,False,False,False,False,True,2023,10,29
56.60079448385556,35.76189439529223,0.3495182053410027,1.4011408411503632,42.51647226898513,3727.505920683108,71.0,38.370443499552074,Apples,LOS ANGELES,2023-02-03,True,False,False,False,False,2023,2,3
53.01055436267998,41.01248969303831,0.3454759802784466,,18.280607283126542,4892.612563020965,53.0,37.65540550013308,Apples,HOUSTON,2023-06-28,True,False,False,False,False,2023,6,28
75.61471801934147,49.47608880148021,0.2743020812501461,1.8142551586814006,59.168716005312255,6008.759531187657,48.0,30.900950712472945,Dates,LOS ANGELES,2023-10-31,False,False,False,True,False,2023,10,31
51.232825962058136,51.97613275319483,0.32804777366956717,1.6088406131736543,61.66191673757761,1726.0466885083722,69.0,56.575579955507614,Dates,HOUSTON,2023-06-10,False,False,False,True,False,2023,6,10
29.131635581799483,44.47826487755506,0.22314939379704554,,37.80843898518612,4860.724024702906,76.0,59.85199866827858,Apples,CHICAGO,2023-04-30,True,False,False,False,False,2023,4,30
55.03270028072207,55.78818680067897,0.3662742480584722,1.684879139596116,100.0,9605.327386807112,51.0,47.45140902772845,Dates,NEW YORK,2023-08-12,False,False,False,True,False,2023,8,12
76.8672834310604,52.052224908523804,0.33636041319254506,1.7859906307524276,62.81102920467186,6141.233175630412,49.0,53.07750110894226,Elderberries,MIAMI,2023-06-15,False,False,False,False,True,2023,6,15
0.0,61.19799380620246,0.27075129352830085,1.5582169121281277,44.46259414783567,3180.5440855256074,55.0,28.312955668634217,Bananas,MIAMI,2023-02-04,False,True,False,False,False,2023,2,4
56.18763154300056,58.3705404574593,0.3069964979765844,1.5951589297165287,74.90922762546933,6272.425369358411,,40.06646548290041,Cherries,MIAMI,2023-04-18,False,False,True,False,False,2023,4,18
33.61048809685451,64.91967164354097,0.2975035569008858,,53.306951658507224,5867.455293304711,44.0,60.75713617485253,Apples,HOUSTON,2023-02-01,True,False,False,False,False,2023,2,1
57.21837066871824,57.987778029436626,0.2922224403389207,1.774230844979613,59.18312432268487,5034.323610056638,64.0,50.885849444278946,Dates,CHICAGO,2023-05-24,False,False,False,True,False,2023,5,24
34.63893037165755,38.98997042659808,0.281808763711656,,32.25933102746352,6618.658748619941,76.0,30.365758595086977,Dates,HOUSTON,2023-05-14,False,False,False,True,False,2023,5,14
48.18788538921945,39.46999737207299,0.3174335663243433,1.7259744842883735,55.412875381803275,5962.994572345756,,54.55308490475833,Cherries,CHICAGO,2023-01-25,False,False,True,False,False,2023,1,25
22.956794913073967,61.39259024671631,0.4247849095478489,1.7565891653131018,25.30239485812639,4845.259145545821,51.0,58.97768410828608,Apples,MIAMI,2023-01-22,True,False,False,False,False,2023,1,22
73.24817641156557,46.453932320480234,0.21297390204143316,1.5898128610984916,42.04772310745252,5960.118547328814,47.0,49.301388097370555,Dates,NEW YORK,2023-11-10,False,False,False,True,False,2023,11,10
28.61550202951647,55.60370399042455,0.32858950833079137,1.7186681082625723,61.785850570354945,2120.809508566278,,34.55108155702064,Cherries,MIAMI,2023-09-12,False,False,True,False,False,2023,9,12
37.98471972462784,42.101614983155955,0.26945738455147383,1.6192657695781754,67.36336197962815,5867.493147160685,,48.31542422625488,Cherries,MIAMI,2023-05-06,False,False,True,False,False,2023,5,6
0.0,41.213804242511536,0.12584346230166288,1.646909110403006,32.52502507151139,3262.6940723835446,50.0,45.4575304657752,Elderberries,MIAMI,2023-02-22,False,False,False,False,True,2023,2,22
77.15816217615705,63.73746237764929,0.38597059867308886,1.7957826228325011,28.74483508715497,4313.908544394882,,66.78942302474681,Dates,LOS ANGELES,2023-12-06,False,False,False,True,False,2023,12,6
44.44537640344314,48.117712338155606,0.35306688675122294,1.9288555766928177,33.99547797325729,3057.8607053512783,74.0,47.03175264141182,Elderberries,NEW YORK,2023-04-11,False,False,False,False,True,2023,4,11
49.117833113674905,59.1010934510183,0.2995242402557527,1.6543889168269759,29.7700557090218,5708.939615146819,52.0,51.550033425657475,Apples,HOUSTON,2023-07-14,True,False,False,False,False,2023,7,14
59.15219485410189,49.07675185584755,0.3563226685511769,1.8416807564001079,64.49030696984346,6586.8001137709225,49.0,28.690017139839963,Cherries,MIAMI,2023-07-23,False,False,True,False,False,2023,7,23
49.76687159818896,65.56275761347024,0.15842413255462814,,71.81364189826282,3313.7935181778507,49.0,60.92325378854346,Bananas,NEW YORK,2023-10-31,False,True,False,False,False,2023,10,31
0.0,46.53742738595838,0.30717103402964147,1.5935456680960383,16.228853275406372,3953.903687044903,62.0,41.012159348164346,Bananas,HOUSTON,2023-02-21,False,True,False,False,False,2023,2,21
53.21358529533775,56.535349075625646,0.514209009860101,,71.65634308645862,4661.662793993355,42.0,45.3987223848174,Bananas,LOS ANGELES,2023-07-14,False,True,False,False,False,2023,7,14
71.00331468464934,69.44835901418973,0.337020288854377,1.777983165537143,37.942811166096426,4777.027593903701,36.0,49.6159753102051,Bananas,MIAMI,2023-08-20,False,True,False,False,False,2023,8,20
46.76086363597098,64.3794011230488,0.2988710716067239,1.6540543169986959,62.03099907676319,5173.688132048038,44.0,39.74209716585003,Apples,MIAMI,2023-05-11,True,False,False,False,False,2023,5,11
57.36095158499982,49.767160888270205,0.37076608911233927,1.6832051692456576,74.08227702398608,5119.936631030061,52.0,75.7286540985504,Dates,MIAMI,2023-06-05,False,False,False,True,False,2023,6,5
51.79428696765935,33.64951658320429,0.3123734322907093,,75.67049506408597,4343.974799631732,,38.04681546785343,Elderberries,MIAMI,2023-04-19,False,False,False,False,True,2023,4,19
57.30199506571921,67.8771779070127,0.21748635412110934,1.6824525956627474,23.287783789201814,5651.86710256494,48.0,50.32972861727293,Apples,HOUSTON,2023-04-18,True,False,False,False,False,2023,4,18
61.83082393877133,46.93399005874056,0.49792506537195513,1.797257357347016,33.00144533104965,7099.771852974921,56.0,225.20256048787545,Elderberries,MIAMI,2023-01-26,False,False,False,False,True,2023,1,26
36.82414711658587,28.62882213413721,0.24430507948527733,,35.588295140371606,5194.877513269851,74.0,66.85864744959758,Elderberries,CHICAGO,2023-08-10,False,False,False,False,True,2023,8,10
52.10455886566553,68.07872187787493,0.3229368126394935,1.7669462011285033,57.7695526824516,5376.701370910076,52.0,71.35943312213375,Cherries,MIAMI,2023-02-02,False,False,True,False,False,2023,2,2
0.0,29.25276399280775,0.33853688992842024,1.6357741875942065,60.12621927955287,5641.026209709771,62.0,72.27495932240593,Apples,NEW YORK,2023-05-11,True,False,False,False,False,2023,5,11
54.08450600181797,27.252005742196292,0.4218986894481648,1.7359163915436437,70.74505733936289,4693.025002979998,50.0,20.238222216011597,Bananas,MIAMI,2023-11-24,False,True,False,False,False,2023,11,24
34.74164200205816,50.121983748334635,0.3226681045653569,1.730487439578371,34.56535452308811,6246.739250712135,53.0,47.91519334248879,Bananas,MIAMI,2023-09-21,False,True,False,False,False,2023,9,21
54.70263396746604,52.30589100162267,0.21783780021513066,1.7594201095859725,65.99049254036663,2999.6201465676704,64.0,47.478162035888744,Elderberries,MIAMI,2023-10-07,False,False,False,False,True,2023,10,7
65.88941453726606,63.16561606023684,0.34398317883530327,1.7403595769411377,35.19536181004823,4496.67970742698,67.0,25.926847661036035,Dates,CHICAGO,2023-02-13,False,False,False,True,False,2023,2,13
24.676282799736615,70.22773354506069,0.20118825887872968,1.7503555563189446,40.72024080344773,3319.283907891893,61.0,28.418149602561797,Cherries,HOUSTON,2023-01-10,False,False,True,False,False,2023,1,10
28.07961358922143,27.956651356540306,0.257925525789075,1.8540106186562004,57.64090038736574,2279.8369650507902,58.0,49.78725445702094,Bananas,HOUSTON,2023-05-13,False,True,False,False,False,2023,5,13
56.380729223017326,77.69688491888951,0.2621728320894271,1.7198802482042084,56.13297001545359,5457.942039764442,52.0,68.61887290844788,Elderberries,LOS ANGELES,2023-03-01,False,False,False,False,True,2023,3,1
22.07414677401183,32.53877805844987,0.39244005271414356,1.2308209102386396,40.968519964934906,5807.033757561906,46.0,72.37448475357814,Bananas,HOUSTON,2023-04-28,False,True,False,False,False,2023,4,28
61.382114224377965,97.91611819012732,0.3098434667702352,1.703272819166876,35.51544111490804,5210.303141550228,49.0,65.66722920460124,Elderberries,NEW YORK,2023-04-15,False,False,False,False,True,2023,4,15
51.95962830755449,44.5169776111852,0.22885205031210754,1.4734941364094758,38.50300271702667,6402.181704336722,44.0,58.886392768777746,Apples,LOS ANGELES,2023-10-24,True,False,False,False,False,2023,10,24
53.4608469938138,58.01915487148757,0.2757114338292121,,66.01359130946985,5334.772799798303,44.0,34.466204011787106,Apples,LOS ANGELES,2023-06-07,True,False,False,False,False,2023,6,7
60.51957672781083,51.4893040722074,0.2711233001926603,1.6204715289936158,54.00507378042056,5500.0687432580735,70.0,34.3779606121255,Cherries,CHICAGO,2023-03-18,False,False,True,False,False,2023,3,18
